"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","improvement_note","youtube_title","sources_and_notes","","","","","","","","","",""
"theory-harmony-002","7","What is a 'circle of fifths progression'?","A progression where each chord root descends a perfect 5th (or ascends a perfect 4th)","A progression moving by major 3rds","A progression using only the 3 main chords","A progression staying entirely within one key","Harmony & Voice Leading","music_theory","intermediate","Circle of fifths motion (e.g. C-F-B♭-E♭...) is the most fundamental harmonic motion in Western music. The ii-V-I is a 3-chord segment of this circle. Sequences moving in 5ths create strong harmonic momentum and were the basis of Baroque and Classical harmony.","Add a reharmonization task: replace one chord in a I-vi-ii-V with this concept and describe the difference in feeling.","","Jerry Coker, Improvising Jazz. ABRSM Grade 5-6. Recommended: analyze the harmony of 'Autumn Leaves' (jazz standard) bar by bar for function.","","","","","","","","","",""
"theory-harmony-002","8","What is 'figured bass'?","A Baroque notation system using numbers below bass notes to indicate upper chord intervals","A bass line written with note-head shapes","A rhythmic bass pattern notation","A staff reserved only for bass instruments","Harmony & Voice Leading","music_theory","intermediate","Figured bass uses numbers to indicate intervals above the bass: 6/3 = first inversion, 6/4 = second inversion, 7 = seventh chord. Baroque keyboard players improvised harmonies from this shorthand. It's the historical precursor to modern chord symbols.","Include a voice-leading analysis: trace the movement of the soprano and bass through this progression step by step.","","Berklee Online: Harmony 3-4 (harmonic function, voice leading). Ted Pease, Jazz Composition Ch. 1-5. ABRSM Grade 6. iReal Pro for harmonic practice.","","","","","","","","","",""
"theory-harmony-002","9","What is 'contrary motion' in counterpoint?","Two voices moving in opposite directions simultaneously","Two voices moving in the same direction","One voice sustaining while another moves","Two voices moving by identical intervals in the same direction","Harmony & Voice Leading","music_theory","intermediate","Contrary motion is the most independent and safest type of voice motion — one voice goes up while the other goes down. It naturally avoids parallel perfect intervals and maintains voice independence. The other types are: similar, oblique, and parallel motion.","Add a comparison question: contrast this cadence or concept with the similar one students most commonly confuse it with.","","Heinrich Schenker, Harmony (MIT Press). Voice leading analysis of Bach chorales. 12tone YouTube — harmony analysis series.","","","","","","","","","",""
"theory-harmony-002","10","What is a 'chromatic mediant' relationship?","Two chords a major or minor 3rd apart that include chromatic notes not in the key — e.g. C major to E♭ major","Two chords a perfect 5th apart","Chords borrowed from the parallel minor only","Chords sharing only one common tone","Harmony & Voice Leading","music_theory","intermediate","Chromatic mediants create vivid harmonic color through 3rd-relationships involving chromatic alteration. E.g. C major → E♭ major (down a minor 3rd, chromatic). Extremely common in Romantic music (Schubert, Wagner) and Hollywood film scores.","Include a composition task: write an 8-bar phrase in C major featuring this harmonic device used at least twice.","","Alan Belkin, Musical Form and Analysis (belkin-online.ca, free). ABRSM Grade 5-6. Analyze four-voice SATB Bach Chorales (Riemenschneider edition).","","","","","","","","","",""
"theory-harmony-002","11","What is a 'German Augmented 6th' chord?","An augmented 6th chord with an extra major 3rd above the bass — contains a doubly augmented 4th and resolves to V","An augmented chord from the German Romantic period","A chord with minor 6th and augmented 5th","A borrowed dominant chord from another key","Harmony & Voice Leading","music_theory","intermediate","The German Aug6 (in C minor: A♭-C-E♭-F#) is enharmonically equivalent to E♭7. The interval of an augmented 6th (A♭ to F#) expands outward to a perfect octave on G (the dominant). It's the most chromatic of the three augmented 6th chords (Italian, French, German).","Include a jazz standard reference: identify two jazz standards where this harmonic concept appears and analyze the specific bars.","","Mark Levine, The Jazz Theory Book, Ch. 10-14 (harmonic function). Stefan Kostka, Tonal Harmony Ch. 18-22. ABRSM Grade 6.","","","","","","","","","",""
"theory-harmony-002","12","What is a 'suspension' in voice leading?","A note held over from a previous chord that creates dissonance, then resolves by step","A chord that avoids the tonic","A chord that prolongs dominant function","A tied note between two measures","Harmony & Voice Leading","music_theory","intermediate","A suspension (e.g. 4-3 suspension) holds a note from the previous chord into the new chord, creating dissonance, before resolving by a step (usually downward) to the chord tone. The 4-3 and 7-6 suspensions are the most common in common practice writing.","Add a reharmonization task: replace one chord in a I-vi-ii-V with this concept and describe the difference in feeling.","","Jerry Coker, Improvising Jazz. ABRSM Grade 5-6. Recommended: analyze the harmony of 'Autumn Leaves' (jazz standard) bar by bar for function.","","","","","","","","","",""
"theory-rhythm-002","1","What is 5/4 time and how is it typically felt?","An asymmetric simple meter with 5 quarter-note beats, felt as 3+2 or 2+3","Five eighth-note beats per measure","The same as 5/8 but slower","A compound triple meter","Rhythm & Meter","music_theory","intermediate","5/4 has 5 quarter-note beats typically grouped as 3+2 or 2+3. Dave Brubeck's 'Take Five' (3+2) is the most famous example. The asymmetric grouping gives 5/4 its distinctive forward-propelling 'limping' quality.","Add a harmonic context exercise placing this concept within a complete musical progression.","","Stefan Kostka & Dorothy Payne, Tonal Harmony, 8th ed. (McGraw-Hill). ABRSM Theory Grade 5. musictheory.net advanced exercises.","","","","","","","","","",""
"theory-rhythm-002","2","What is '7/8' and how does it differ from '7/4'?","7/8 has 7 eighth-note beats (fast and driving); 7/4 has 7 quarter-note beats (broader and more spacious)","They are identical in feel","7/8 is compound; 7/4 is simple","7/8 moves in groups of 2; 7/4 in groups of 3","Rhythm & Meter","music_theory","intermediate","7/8 groups as 2+2+3, 2+3+2, or 3+2+2 eighth notes — fast and urgent. 7/4 has the same beat count but broader quarter-note beats. Both appear in Balkan folk music, progressive rock (Tool, Genesis), and contemporary jazz.","Include a transcription or analysis task using a professional recording.","","Steven Laitz, The Complete Musician (Oxford). ABRSM Grade 5-6. Berklee Music Theory Books 1-2 (Paul Schmeling). Practise in at least 3 keys.","","","","","","","","","",""
"theory-rhythm-002","3","What is 'hemiola'?","A rhythmic device creating a 3:2 feel by grouping 3 groups of 2 where 2 groups of 3 are expected","A triplet in compound meter","Playing 6/8 with a 3/4 feel throughout","A change of time signature mid-piece","Rhythm & Meter","music_theory","intermediate","Hemiola creates a 3:2 polyrhythm within one passage. In 6/8 (2 beats of 3), accenting every 2 eighth notes implies 3/4. Brahms used hemiola extensively; it appears in cadences in Renaissance music, giving rhythmic interest at phrase endings.","Add a composition or arranging exercise requiring creative application of this concept.","","Berklee Online Music Theory series. ABRSM Grade 5. iReal Pro — apply harmonic concepts with backing tracks in all 12 keys.","","","","","","","","","",""
"theory-rhythm-002","4","What is an 'additive rhythm'?","A rhythm built by adding beat groupings (e.g. 2+3+2 = 7 beats) rather than dividing a fixed pulse","A rhythm that speeds up progressively","A rhythm with many tied notes","Adding one extra beat each measure","Rhythm & Meter","music_theory","intermediate","Additive rhythms build measures by combining groups of 2s and 3s (e.g. 2+3+2 = 7). Unlike 7/4 which divides 7 evenly, additive meter feels uneven with longer and shorter beat groups. Common in Balkan, Indian, and African music; used by Bartók and Steve Reich.","Include cross-genre examples showing how this appears in multiple musical styles.","","Alan Belkin, Tonal Counterpoint (belkin-online.ca, free). ABRSM Grade 5-6. Adam Neely YouTube for contemporary context.","","","","","","","","","",""
"theory-rhythm-002","5","What is 'rhythmic displacement'?","Shifting a rhythmic or melodic pattern to start on a different beat or subdivision than its original position","Playing a rhythm backwards","Doubling all note values","Playing a rhythm in a higher register","Rhythm & Meter","music_theory","intermediate","Rhythmic displacement shifts a pattern to start on a different beat (e.g. a motif normally on beat 1 now starts on beat 2 or the 'and' of beat 1). This creates cross-rhythms and metric ambiguity. It's a key technique in jazz, modern composition, and Steve Reich's phase music.","Add a comparison to the advanced version to preview upcoming material.","","Walter Piston, Harmony, 5th ed. (Norton). ABRSM Grade 6. Analyse a piece from the standard repertoire to find this concept in context.","","","","","","","","","",""
"theory-rhythm-002","6","What is 'metric modulation'?","A tempo change where a note value from the old tempo equals a different note value in the new tempo","Changing time signature without changing tempo","Gradually accelerating the tempo throughout","A modulation that changes both key and meter","Rhythm & Meter","music_theory","intermediate","Metric modulation (associated with Elliott Carter) bridges two tempos using a mathematical relationship. Example: in ♩=120, a triplet eighth note = 80 BPM. If that triplet eighth becomes the new quarter note, you've modulated to ♩=80 via a 3:2 ratio.","Add a harmonic context exercise placing this concept within a complete musical progression.","","Stefan Kostka & Dorothy Payne, Tonal Harmony, 8th ed. (McGraw-Hill). ABRSM Theory Grade 5. musictheory.net advanced exercises.","","","","","","","","","",""
"theory-rhythm-002","7","What is the difference between 'simple' and 'compound' meter?","Simple: each beat divides into 2; Compound: each beat divides into 3","Simple has fewer beats; Compound has more","Simple is always 4/4; Compound is always 6/8","Simple uses quarter notes; Compound always uses eighth notes","Rhythm & Meter","music_theory","intermediate","In simple meter (2/4, 3/4, 4/4), each beat divides into 2 equal parts. In compound meter (6/8, 9/8, 12/8), each beat is a dotted note value dividing into 3 equal parts. The bottom number in compound time represents the subdivision unit, not the beat.","Include a transcription or analysis task using a professional recording.","","Steven Laitz, The Complete Musician (Oxford). ABRSM Grade 5-6. Berklee Music Theory Books 1-2 (Paul Schmeling). Practise in at least 3 keys.","","","","","","","","","",""
